,Province/State,Country,Date last updated,Confirmed,Suspected,Recovered,Deaths
333,Guangxi,Mainland China,1/26/2020 11:00 AM,36.0,0.0,0.0,0.0
334,Jiangxi,Mainland China,1/26/2020 11:00 AM,36.0,0.0,0.0,0.0
335,Fujian,Mainland China,1/26/2020 11:00 AM,35.0,20.0,0.0,0.0
336,Jiangsu,Mainland China,1/26/2020 11:00 AM,33.0,0.0,1.0,0.0
337,Hainan,Mainland China,1/26/2020 11:00 AM,22.0,0.0,0.0,0.0
338,Shaanxi,Mainland China,1/26/2020 11:00 AM,22.0,0.0,0.0,0.0
339,Liaoning,Mainland China,1/26/2020 11:00 AM,21.0,0.0,0.0,0.0
340,Yunnan,Mainland China,1/26/2020 11:00 AM,16.0,36.0,0.0,0.0
341,Heilongjiang,Mainland China,1/26/2020 11:00 AM,15.0,0.0,0.0,1.0
342,Tianjin,Mainland China,1/26/2020 11:00 AM,14.0,0.0,0.0,0.0
343,Hebei,Mainland China,1/26/2020 11:00 AM,13.0,0.0,0.0,1.0
344,Shanxi,Mainland China,1/26/2020 11:00 AM,9.0,0.0,0.0,0.0
345,Hong Kong,Hong Kong,1/26/2020 11:00 AM,8.0,244.0,0.0,0.0
346,Inner Mongolia,Mainland China,1/26/2020 11:00 AM,7.0,0.0,0.0,0.0
347,Gansu,Mainland China,1/26/2020 11:00 AM,7.0,0.0,0.0,0.0
348,Guizhou,Mainland China,1/26/2020 11:00 AM,5.0,0.0,0.0,0.0
349,Macau,Macau,1/26/2020 11:00 AM,5.0,0.0,0.0,0.0
350,Ningxia,Mainland China,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
351,Jilin,Mainland China,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
352,Taiwan,Taiwan,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
353,Xinjiang,Mainland China,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
354,Qinghai,Mainland China,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
355,Washington,United States,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
356,Illinois,United States,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
357,California,United States,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
358,0,Japan,1/26/2020 11:00 AM,4.0,0.0,1.0,0.0
359,0,Thailand,1/26/2020 11:00 AM,8.0,0.0,2.0,0.0
360,0,South Korea,1/26/2020 11:00 AM,3.0,0.0,0.0,0.0
361,0,Singapore,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
362,0,Vietnam,1/26/2020 11:00 AM,2.0,0.0,0.0,0.0
363,0,France,1/26/2020 11:00 AM,3.0,0.0,0.0,0.0
364,0,Australia,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
365,0,Nepal,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
366,0,Malaysia,1/26/2020 11:00 AM,4.0,0.0,0.0,0.0
367,Ontario,Canada,1/26/2020 11:00 AM,1.0,0.0,0.0,0.0
